TimeStep,"Blacktip Shark|Blacktip shark","Dusky Shark|Dusky shark","Sandbar Shark|Sandbar shark","Large Coastal Sharks|Large coastal sharks","Large Oceanic Sharks|Large oceanic sharks","Atlantic Sharpnose Shark|Atlantic sharpnose shark","Small Coastal Sharks|Small coastal sharks","Yellowfin Tuna|Yellowfin tuna","Bluefin Tuna|Bluefin tuna","Other Tunas|Other tunas",Billfish|Billfish,Swordfish|Swordfish,"Pelagic Coastal Piscivores|Pelagic coastal piscivores",Amberjack|Amberjack,Cobia|Cobia,"King Mackerel (0-1)|King mackerel (0-1yr)","King Mackerel (1+)|King mackerel (1+yr)","Spanish Mackerel (0-1)|Spanish mackerel (0-1yr)","Spanish Mackerel (1+)|Spanish mackerel (1+yr)",Skates-rays|Skates-rays,"Gag grouper (0-3yr)|Gag grouper (0-3yr)","Gag grouper (3+yr)|Gag grouper (3+yr)","Red grouper (0-3yr)|Red grouper (0-3yr)","Red grouper (3+yr)|Red grouper (3+yr)","Yellowedge grouper (0-3yr)|Yellowedge grouper (0-3yr)","Yellowedge grouper (3+yr)|Yellowedge grouper (3+yr)","Goliath grouper|Goliath grouper","Deep-water grouper|Deep-water grouper","Shallow-water grouper|Shallow-water grouper","Red snapper (0yr)|Red snapper (0yr)","Red snapper (1-2yr)|Red snapper (1-2yr)","Red snapper (3+yr)|Red snapper (3+yr)","Vermilion snapper|Vermilion snapper","Mutton snapper|Mutton snapper","Other snapper|Other snapper","Inshore coastal piscivores|Inshore coastal piscivores","Sea trout|Sea trout","Oceanic piscivores|Oceanic piscivores","Benthic piscivores|Benthic piscivores","Reef piscivores|Reef piscivores","Reef invertebrate feeders|Reef invertebrate feeders","Demersal coastal invertebrate feeders|Demersal coastal invertebrate feeders","Red drum|Red drum","Benthic coastal invertebrate feeders|Benthic coastal invertebrate feeders",Tilefish|Tilefish,"Gray triggerfish|Gray triggerfish","Coastal omnivores|Coastal omnivores","Reef omnivores|Reef omnivores","Surface pelagics|Surface pelagics",Sardine-herring-scad|Sardine-herring-scad,"Menhaden (0yr)|Menhaden (0yr)","Menhaden (1yr)|Menhaden (1yr)","Menhaden (2yr)|Menhaden (2yr)","Menhaden (3yr)|Menhaden (3yr)","Menhaden (4yr)|Menhaden (4yr)",Anchovy-silverside-killifish|Anchovy-silverside-killifish,Mullet|Mullet,Butterfish|Butterfish,Cephalopod|Cephalopod,"Pink shrimp|Pink shrimp","Brown shrimp|Brown shrimp","White shrimp|White shrimp",Crab|Crab,"Sessile epifauna|Sessile epifauna","Mobile epifauna|Mobile epifauna",Zooplankton|Zooplankton
370,0.0002657305,0.000280823,0.0001160197,0.001422875,2.413932E-05,0.002530059,0.000227064,0.01490281,0.002984386,0.06006439,0.007547337,0.0104463,0.003522826,0.003616776,0.001818804,0,0.0002672566,5.203828E-06,4.229427E-05,8.401427E-05,0.0001577797,0.0009039731,0,0.001331068,1.168759E-09,0.000141407,2.241569E-05,0.0004810149,0.001604104,0.0001725071,4.136557E-06,0.001469405,0.004587292,0.0003409799,0.002464276,0.004548166,0.01363039,0.0005710646,0.002373623,0.0004053304,0.005122163,0.01594799,0.002088665,0.01673946,0.0002541596,0.004335134,0.009411507,0.0001106934,0.0004012029,0.0004714497,8.196579E-05,0.006692196,0.005475118,0.003046428,0.0006025344,2.398246E-07,0.01450456,0.003107253,0.0005198755,0.003900384,0.06094521,0.03652495,0.06337055,0.0229725,0.02887945,0.002825452
371,0.0002647984,0.0002810496,0.0001156748,0.001426028,2.42052E-05,0.002511177,0.0002267964,0.01495576,0.003036156,0.06025535,0.007582136,0.01044798,0.003694146,0.003611387,0.001822667,0,0.0003091468,8.362766E-06,3.612677E-05,8.159698E-05,0.0001592397,0.0009201419,0,0.001353375,1.196339E-09,0.0001390667,2.285266E-05,0.0004825764,0.001613972,0.0001971061,3.921447E-06,0.001474856,0.004666377,0.0003467371,0.002503837,0.004560694,0.01349196,0.00056832,0.002385047,0.0004109791,0.005196052,0.01563269,0.002083747,0.01640172,0.0002553406,0.004377394,0.009597806,0.0001139966,0.0004054091,0.0004714687,9.414506E-05,0.008338208,0.007024297,0.003480665,0.0006724587,2.346817E-07,0.01471168,0.003122822,0.0005260024,0.004340286,0.06184486,0.03526865,0.06499309,0.0230235,0.02877408,0.002861029
372,0.000171098,0.0003020777,8.204509E-05,0.001428815,2.028281E-05,0.002283977,0.0002261856,0.01497939,0.003098843,0.06039165,0.007626432,0.0104681,0.003967254,0.002684618,0.002242405,0,0.0004048629,1.076489E-05,6.202669E-05,7.942797E-05,0.0001569922,0.0003978173,0,0.002099049,1.246464E-09,0.0001369784,2.033221E-05,0.0004845378,0.001632557,0.0002709824,4.040654E-06,0.002121257,0.008103275,0.0002607073,0.002536625,0.004739197,0.01384542,0.000573001,0.00236861,0.000417509,0.00545553,0.01577115,0.002135127,0.01649654,0.0002715938,0.007439066,0.009763054,0.0001163876,0.0004098662,0.0005039942,0.0001064056,0.01110987,0.01134721,0.0044435,0.000795713,2.498401E-07,0.0153811,0.003171024,0.0005273147,0.004057082,0.1082259,0.02284788,0.07779567,0.02395671,0.02916843,0.002826698
373,0.000172151,0.0003033236,8.282041E-05,0.001431641,2.033204E-05,0.002336998,0.0002256163,0.01498934,0.003160481,0.06054714,0.007681573,0.01049555,0.004305332,0.002683167,0.002243462,0,0.0004243823,1.226246E-05,0.0001018725,7.89968E-05,0.0001502788,0.0004091506,0,0.002093866,1.258795E-09,0.0001365925,2.076311E-05,0.00048536,0.001601074,0.0002450452,4.167266E-06,0.002139169,0.007911268,0.0002632309,0.002503891,0.004979296,0.01430081,0.0005800218,0.002350848,0.0004160903,0.005693397,0.01584107,0.002211004,0.01679024,0.0002714519,0.007416355,0.009697117,0.0001148131,0.0004124857,0.0005493569,0.0001156501,0.01215855,0.01319277,0.004505323,0.0009115928,2.726033E-07,0.01580946,0.003226778,0.0005316619,0.003635181,0.1057295,0.02337445,0.07652591,0.02513625,0.02959039,0.002731825
374,0.0001722715,0.0003067176,8.480368E-05,0.00143507,2.037921E-05,0.002394706,0.0002255748,0.01501222,0.003217486,0.06083569,0.007755689,0.01052563,0.004679105,0.002702578,0.002222288,0,0.00045049,1.530719E-05,0.0001452072,7.968395E-05,0.0001417965,0.0004163767,0,0.00204045,1.205596E-09,0.0001352593,2.092248E-05,0.0004852049,0.001535663,0.0001850563,3.957404E-06,0.002138881,0.007599814,0.0002592886,0.002417489,0.005159578,0.01465966,0.0005875226,0.00234815,0.000406505,0.005710561,0.01568706,0.002300225,0.01709007,0.0002711752,0.007368586,0.009383606,0.0001100523,0.0004086278,0.0005940981,0.0001253103,0.01248478,0.01433794,0.00421324,0.0009994624,2.909379E-07,0.01583075,0.00328846,0.0005379311,0.002999647,0.1021981,0.0239804,0.07351132,0.02628255,0.02950165,0.002604352
375,0.0001710659,0.0003107382,8.621829E-05,0.001438886,2.042479E-05,0.002455685,0.0002258895,0.01504522,0.003270068,0.06116672,0.007841575,0.01055646,0.005052121,0.002743324,0.002193684,0,0.0005011946,1.555873E-05,0.0001586378,8.043619E-05,0.0001310342,0.0004201519,0,0.001963638,1.098259E-09,0.0001313277,2.089688E-05,0.0004848829,0.001462591,0.0001353741,3.626684E-06,0.002128644,0.007212299,0.0002512122,0.002308654,0.005352229,0.01504129,0.0005950137,0.002356,0.0003939174,0.005618311,0.01549007,0.002393682,0.01740876,0.0002705873,0.007314275,0.008979328,0.0001041029,0.0004010431,0.0006406959,0.0001357556,0.01206718,0.01451177,0.00394338,0.001081907,3.081117E-07,0.01588066,0.003350489,0.0005405138,0.00238568,0.09832706,0.02451585,0.07016232,0.02717566,0.02904206,0.002475244
376,0.0001696534,0.0003135611,8.641928E-05,0.00144221,2.046941E-05,0.002415508,0.0002257993,0.01507374,0.003324997,0.06148288,0.007903173,0.01059936,0.004997145,0.002763413,0.002180789,0,0.0006266938,1.792457E-05,0.0001692123,7.885628E-05,0.0001245914,0.0004250278,0,0.00190385,1.000458E-09,0.0001278862,2.090354E-05,0.0004844818,0.001408922,0.0001347404,3.525136E-06,0.00213599,0.006828271,0.0002425143,0.002203034,0.005551906,0.01543593,0.0006025987,0.002342219,0.0003843101,0.005692959,0.01559271,0.002471026,0.01771594,0.0002697451,0.007252773,0.008864113,9.791354E-05,0.000400333,0.0006702439,0.0001332215,0.01750119,0.0202629,0.005250111,0.001663938,3.279884E-07,0.01622047,0.003394491,0.0005311976,0.001926528,0.09430914,0.02462278,0.06856446,0.02755154,0.02869893,0.002369115
377,0.0001694177,0.0003159887,8.672816E-05,0.001445113,2.051434E-05,0.002369135,0.0002253344,0.01509957,0.003370128,0.06176266,0.007972095,0.0106283,0.004976919,0.002775605,0.002182985,0,0.0004518589,1.838223E-05,0.000173169,7.774026E-05,0.0001210995,0.0004347281,0,0.001889863,9.644565E-10,0.0001260469,2.111376E-05,0.0004839854,0.001391968,0.0001991016,3.832062E-06,0.002157105,0.006507521,0.0002357505,0.002136391,0.005726564,0.01579762,0.0006095169,0.002314253,0.0003855526,0.005942427,0.01580195,0.002534517,0.01795927,0.0002684716,0.007187907,0.008918268,9.328939E-05,0.0004019667,0.0006933588,0.0001146943,0.01154979,0.01598973,0.002892921,0.001116088,3.470936E-07,0.01663019,0.003415584,0.0005165659,0.001791242,0.09030508,0.02450797,0.06748924,0.02780555,0.0282979,0.002313616
378,0.0001697454,0.0003196392,8.763129E-05,0.001447893,2.055971E-05,0.002358931,0.0002247687,0.0151516,0.003419986,0.06229379,0.008047669,0.01067395,0.005050901,0.002787872,0.002187936,0,0.000398795,1.912747E-05,0.0001822305,7.713265E-05,0.0001248698,0.000446833,0,0.001903068,9.957688E-10,0.000125276,2.149772E-05,0.0004834867,0.001401254,0.0002594212,4.151545E-06,0.002181504,0.00626519,0.0002323155,0.002117776,0.00580723,0.01609112,0.0006136937,0.002286786,0.0003906054,0.006209581,0.01601457,0.002565723,0.01810124,0.0002670985,0.007124396,0.008994581,9.200591E-05,0.0004025474,0.000715069,8.33609E-05,0.01071404,0.01837759,0.002370945,0.001044947,3.628146E-07,0.0170853,0.003430434,0.0005013217,0.001880415,0.08691309,0.02444411,0.06663932,0.02796387,0.02806724,0.002311904
379,0.0001697964,0.0003227279,8.82517E-05,0.00145099,2.06098E-05,0.002350711,0.0002244249,0.01523718,0.003458255,0.0628802,0.008104042,0.01072894,0.004799249,0.002821878,0.002194688,0,0.000364129,1.809055E-05,0.0001683644,7.6881E-05,0.0001325638,0.0004628618,0,0.001940424,1.075435E-09,0.0001262969,2.199364E-05,0.0004833281,0.00142453,0.0002781024,4.397287E-06,0.002212645,0.006082548,0.0002319496,0.002127321,0.005574228,0.01573354,0.0006046276,0.002263265,0.000396611,0.006175963,0.01604065,0.002476444,0.01804266,0.0002657914,0.007066608,0.009099392,9.273172E-05,0.0004048868,0.0006626401,5.494431E-05,0.009083671,0.02037385,0.001885678,0.0009682253,3.398475E-07,0.01651028,0.003397021,0.0004941616,0.002100216,0.08492306,0.0246318,0.06652896,0.02704959,0.02823,0.002372306
380,0.000169147,0.0003243535,8.856435E-05,0.001454782,2.066618E-05,0.002341817,0.0002242768,0.01533831,0.003466456,0.06346372,0.008101986,0.01075663,0.004271369,0.002875361,0.002193884,0,0.0003339786,1.579752E-05,0.0001603109,7.734828E-05,0.0001408763,0.0004789171,0,0.001977006,1.162965E-09,0.0001263983,2.254615E-05,0.0004834503,0.001456809,0.0002855544,4.606416E-06,0.002240349,0.005951758,0.0002335862,0.002152345,0.005252667,0.01520723,0.0005938506,0.002253375,0.0003997354,0.005886048,0.0160471,0.002354857,0.01794999,0.0002650507,0.007011467,0.009185528,9.464149E-05,0.0004032913,0.0005949964,4.195144E-05,0.008628191,0.02244503,0.001606613,0.0009562873,3.065622E-07,0.01561874,0.003291639,0.0004930441,0.002377833,0.083854,0.02511305,0.06662394,0.02596452,0.02873638,0.002476324
381,0.0001686259,0.0003220756,8.872464E-05,0.001459667,2.073011E-05,0.002336312,0.0002244295,0.01541651,0.00338716,0.06372117,0.008051856,0.01064353,0.004033503,0.002926346,0.002179987,0,0.0003038815,1.169642E-05,0.0001223823,7.86267E-05,0.0001494207,0.0004947712,0,0.002010015,1.229362E-09,0.0001263218,2.312085E-05,0.0004838944,0.001494166,0.0002768581,4.71617E-06,0.002262946,0.005854562,0.0002362604,0.002185969,0.004924451,0.01462302,0.0005845728,0.002251822,0.0003995966,0.005558517,0.01605594,0.002228814,0.01787311,0.0002646261,0.006959358,0.009226894,9.731271E-05,0.0003973404,0.0005461142,4.038751E-05,0.007902625,0.021283,0.001301674,0.0008639169,2.768243E-07,0.01469118,0.003133499,0.0004976299,0.002691649,0.08344902,0.02576949,0.06679258,0.02491153,0.02947379,0.00258802
382,0.000167986,0.0003199719,8.84333E-05,0.001463402,2.078864E-05,0.002318841,0.0002241997,0.01547102,0.003407063,0.06389058,0.00806432,0.01059322,0.003886744,0.002964331,0.002178777,0,0.0002780048,1.128175E-05,0.0001040925,7.759645E-05,0.0001585416,0.0005098674,0,0.002037094,1.28331E-09,0.0001260247,2.366045E-05,0.0004847209,0.001528673,0.0002499307,4.582949E-06,0.002274305,0.005779824,0.0002402846,0.002227648,0.004644276,0.01402831,0.0005743307,0.002250375,0.000403394,0.005307184,0.01584508,0.002142552,0.01740019,0.0002640629,0.006922842,0.009362814,0.0001004956,0.0003985681,0.0005104515,4.39857E-05,0.006620886,0.01864296,0.00108782,0.0007235449,2.474916E-07,0.01410211,0.003024139,0.0005026355,0.003077263,0.08333602,0.02599751,0.06774995,0.02379855,0.03017821,0.00268937
383,0.0001669136,0.0003192695,8.824834E-05,0.001466433,2.084383E-05,0.002300726,0.0002236349,0.01551647,0.003469023,0.06409064,0.008110032,0.01061115,0.003914062,0.002978937,0.002175417,0,0.0002483628,1.387192E-05,8.203428E-05,7.614E-05,0.0001629008,0.0005230132,0,0.002072989,1.309885E-09,0.0001265973,2.417448E-05,0.0004861155,0.001564128,0.0002862216,4.455895E-06,0.002294094,0.005708167,0.0002452,0.002267816,0.004655792,0.01405975,0.0005698269,0.002237268,0.0004090825,0.005388848,0.01584619,0.002155119,0.01712525,0.0002632878,0.006895061,0.009512762,0.0001032132,0.0004021405,0.0005120624,4.745782E-05,0.005515464,0.01731226,0.001006989,0.0006489878,2.457969E-07,0.0144856,0.002954057,0.0005008309,0.003422803,0.08260318,0.02629253,0.06838921,0.02415521,0.03100543,0.002738712
384,0.0002625631,0.0003520444,0.0001004553,0.001469169,2.658619E-05,0.002298062,0.0002228011,0.01554169,0.003549716,0.06431869,0.0081739,0.01065154,0.003984851,0.002949232,0.001791729,0,0.0003009779,1.757992E-05,0.0001401656,7.502138E-05,0.0001650867,0.000622131,0,0.002721642,1.334976E-09,0.0001281073,1.235401E-05,0.0004873855,0.001584151,0.0003093606,4.746019E-06,0.002352337,0.004338754,0.000388911,0.002287869,0.004797326,0.01437897,0.0005735311,0.002217365,0.0004143111,0.005631442,0.01604173,0.002211893,0.01715359,0.000272763,0.003843224,0.009645737,0.0001044654,0.0004057157,0.0005363291,4.957531E-05,0.004012077,0.01503905,0.0009172861,0.0005218054,2.584414E-07,0.01521308,0.002877711,0.000497019,0.003226996,0.07097995,0.05712522,0.06839841,0.02506306,0.031834,0.002741606
385,0.0002629532,0.0003533485,0.0001011821,0.001471947,2.664958E-05,0.002335496,0.0002220211,0.01555959,0.003627344,0.06460091,0.008252784,0.01069402,0.004158297,0.002960111,0.001795867,0,0.0002761372,1.524579E-05,0.0001517754,7.457602E-05,0.0001618513,0.0006338231,0,0.002717432,1.342897E-09,0.0001295398,1.258105E-05,0.0004871968,0.001551549,0.0002721321,4.797236E-06,0.002372474,0.004356962,0.0003922876,0.00225755,0.004998867,0.01483682,0.0005800867,0.002200776,0.0004127712,0.005848327,0.01614372,0.002292273,0.01740732,0.0002715754,0.003881631,0.009580396,0.0001025407,0.00040828,0.0005724853,4.957685E-05,0.003728059,0.01475615,0.0009943055,0.0005291574,2.781495E-07,0.01587252,0.002808327,0.0004960037,0.002819394,0.07018581,0.05767764,0.06787381,0.02609052,0.03231372,0.00269697
386,0.0002632334,0.0003551518,0.0001020133,0.001474849,2.67113E-05,0.00237459,0.0002213506,0.01557947,0.003697457,0.06489336,0.008337251,0.0107335,0.004354114,0.002984684,0.001799165,0,0.0002936649,1.231019E-05,0.000140951,7.437163E-05,0.000160355,0.0006434867,0,0.002690932,1.324587E-09,0.0001295441,1.28242E-05,0.0004864296,0.001508631,0.0002332076,4.788865E-06,0.002390349,0.004395822,0.0003933913,0.0022126,0.005219758,0.01531206,0.0005876434,0.00219682,0.0004055165,0.005975536,0.01624097,0.0023796,0.01773422,0.0002707278,0.003933652,0.009391244,9.954049E-05,0.0004093956,0.0006108179,4.59619E-05,0.003026159,0.01297072,0.0009956358,0.0004577602,3.00052E-07,0.0164348,0.002778955,0.0004936709,0.002479213,0.06976617,0.05748561,0.06736739,0.0268828,0.03238674,0.002609154
387,0.000263516,0.0003575203,0.000103158,0.001477802,2.677206E-05,0.002404165,0.0002207425,0.01559915,0.003759688,0.06518441,0.008418878,0.01076998,0.004525966,0.003001284,0.001805177,0,0.0003253173,9.603945E-06,0.0001270594,7.437897E-05,0.0001603526,0.0006524924,0,0.002662081,1.301245E-09,0.0001298331,1.306211E-05,0.0004852696,0.001467818,0.000205736,4.776108E-06,0.002410629,0.004428721,0.0003918698,0.002157665,0.005417132,0.01577988,0.0005952241,0.002194,0.0003963552,0.006053322,0.01641871,0.002464892,0.01808674,0.0002698787,0.003986256,0.009170083,9.583383E-05,0.0004098911,0.0006467428,4.57754E-05,0.00262022,0.01007895,0.001099374,0.0005053848,3.227542E-07,0.0169911,0.002787006,0.0004886013,0.002187916,0.06935823,0.05655818,0.06710371,0.02747647,0.03210947,0.002523033
388,0.0002643585,0.0003604611,0.000104407,0.00148058,2.683259E-05,0.002404194,0.0002200105,0.01562216,0.003817668,0.06550864,0.008505574,0.01080577,0.004653847,0.003001648,0.001817634,0,0.0002823697,7.356271E-06,0.0001120468,7.45037E-05,0.0001617355,0.0006633218,0,0.002661642,1.284184E-09,0.0001306133,1.331344E-05,0.0004838996,0.001440502,0.0002274621,4.946591E-06,0.002436016,0.004452637,0.0003893551,0.002109588,0.005575479,0.01620449,0.0006025503,0.002182083,0.0003908058,0.006242292,0.01666521,0.002532728,0.01841818,0.0002687183,0.004035417,0.009137345,9.247691E-05,0.0004122447,0.0006769967,4.355459E-05,0.001394494,0.005207768,0.0008185851,0.0002877665,3.44872E-07,0.01754892,0.002815341,0.0004798094,0.002013099,0.06887055,0.05520687,0.0669927,0.02786632,0.03151263,0.002448496
389,0.0002662136,0.0003643501,0.0001059538,0.001483324,2.689331E-05,0.002411993,0.0002192469,0.01565705,0.003880193,0.06595313,0.008574287,0.01085253,0.004785092,0.002997733,0.00183593,0,0.0001874245,6.248725E-06,0.0001039858,7.479129E-05,0.0001644662,0.0006769027,0,0.00269006,1.285682E-09,0.0001315807,1.361408E-05,0.0004825872,0.001447267,0.000280703,5.243458E-06,0.00246388,0.004476413,0.0003885413,0.002094934,0.005697449,0.01659369,0.0006089215,0.002166247,0.0003928993,0.006488873,0.01693704,0.002598085,0.01869963,0.0002674187,0.004081379,0.009191208,9.107059E-05,0.0004142612,0.0007023314,4.10151E-05,0.00118054,0.004893244,0.0008400684,0.0001897751,3.67146E-07,0.01811418,0.002844576,0.0004693717,0.00201102,0.06885186,0.05401969,0.06674206,0.02825946,0.0309962,0.002416659
390,0.0002679455,0.0003690039,0.0001071271,0.001486073,2.695654E-05,0.002421077,0.0002185605,0.01571475,0.003945942,0.06655918,0.008657357,0.01091187,0.004945883,0.003002749,0.001856628,0,0.0001946688,5.547611E-06,9.522864E-05,7.501671E-05,0.0001691308,0.0006915891,0,0.00272536,1.287089E-09,0.0001325567,1.394572E-05,0.000481462,0.001475904,0.0003120882,5.408506E-06,0.002491276,0.004503601,0.0003902772,0.002109148,0.005675574,0.0166971,0.0006116133,0.002150667,0.0003981032,0.00674883,0.01715464,0.002604107,0.01883905,0.0002661324,0.004125861,0.009300274,9.189077E-05,0.0004170742,0.0007219754,3.657356E-05,0.001135492,0.004935659,0.001005746,0.0001623672,3.844304E-07,0.01850301,0.002872866,0.0004621776,0.002136517,0.06982456,0.05363019,0.06668092,0.02807977,0.0307448,0.002444489
391,0.0002665161,0.0003700825,0.000107015,0.00148903,2.702527E-05,0.002403194,0.0002180783,0.01577809,0.003973312,0.0666962,0.008719342,0.01091724,0.004899272,0.003032697,0.001861753,0,0.0002048586,5.016753E-06,9.14258E-05,7.500157E-05,0.0001756772,0.0007094283,0,0.002764334,1.292119E-09,0.0001337008,1.430469E-05,0.0004808563,0.001514762,0.0003131698,5.439812E-06,0.002522002,0.004541001,0.0003940466,0.002144837,0.005451802,0.01633434,0.0006038005,0.002140789,0.0004048277,0.006783036,0.01721349,0.002525836,0.01877891,0.0002651409,0.004170648,0.009448911,9.428454E-05,0.0004222507,0.0006976115,3.004562E-05,0.0009328189,0.0040276,0.001066859,0.0001326309,3.709363E-07,0.0180933,0.002892991,0.0004606438,0.002325335,0.07175487,0.05399609,0.06722344,0.02715944,0.03094825,0.002529805
392,0.0002654897,0.0003710849,0.0001074139,0.001492423,2.709573E-05,0.00240647,0.0002178142,0.01586223,0.003997203,0.06707077,0.008773995,0.0109237,0.004508678,0.00309188,0.001871779,0,0.0002203026,4.016018E-06,8.010687E-05,7.612185E-05,0.0001811777,0.0007276776,0,0.002785448,1.288098E-09,0.0001339182,1.466313E-05,0.0004808965,0.001548029,0.0002803601,5.160567E-06,0.00253815,0.004595592,0.0004001998,0.002196062,0.005130232,0.01550358,0.0005922632,0.002149646,0.0004100456,0.006507433,0.01690898,0.002398883,0.01829201,0.0002648699,0.004214865,0.00960426,9.784554E-05,0.0004261175,0.0006280196,2.346688E-05,0.0006852964,0.00291284,0.0009823672,0.0001061848,3.354326E-07,0.01708382,0.002857028,0.0004666285,0.002597986,0.07377188,0.05241973,0.06808437,0.02583983,0.03088716,0.002649338
393,0.0002643443,0.0003715466,0.0001076415,0.00149641,2.716953E-05,0.00240129,0.0002177224,0.01596668,0.003996177,0.06767224,0.008795919,0.01091982,0.004211005,0.003151405,0.001880684,0,0.000245775,3.266918E-06,6.439289E-05,7.762278E-05,0.0001872494,0.000744242,0,0.00279157,1.281633E-09,0.0001341944,1.500814E-05,0.0004815117,0.001571037,0.0002435878,4.845235E-06,0.002543617,0.004658728,0.0004077898,0.002251496,0.004805473,0.0145228,0.0005811506,0.002167318,0.0004130056,0.006124331,0.01646223,0.002259998,0.01766631,0.0002650376,0.004255514,0.009745922,0.0001018072,0.0004268586,0.0005740101,1.981682E-05,0.0004882254,0.001918492,0.0007740114,7.392016E-05,3.015628E-07,0.01600506,0.002781793,0.0004784096,0.002925091,0.07521028,0.05021871,0.06912541,0.02440707,0.03050467,0.002748621
394,0.0002645523,0.0003723699,0.0001079094,0.001500126,2.7244E-05,0.002406143,0.000217532,0.01606033,0.004030102,0.06813222,0.008846908,0.01092718,0.004048575,0.003192174,0.001901332,0,0.000263662,5.23845E-06,4.232391E-05,7.623629E-05,0.0001943563,0.0007590757,0,0.00278942,1.260981E-09,0.0001351055,1.526051E-05,0.0004833692,0.001587556,0.0001880201,4.347146E-06,0.002520151,0.004705593,0.0004162446,0.002310302,0.004531482,0.01366712,0.0005700303,0.002176678,0.0004183637,0.005866594,0.01588324,0.002163453,0.01705772,0.0002654292,0.004295504,0.009964683,0.0001056759,0.0004317101,0.0005397681,1.873932E-05,0.000507604,0.001662254,0.0007261769,6.581625E-05,2.717067E-07,0.01525078,0.002752741,0.0004910064,0.003288596,0.07701103,0.04682102,0.07113172,0.02294513,0.02990065,0.002799717
395,0.0002654805,0.0003736449,0.000108428,0.001503535,2.731927E-05,0.002421409,0.0002171386,0.01614112,0.004093495,0.06847046,0.008908615,0.01095419,0.004085043,0.003225045,0.00192559,0,0.0002749086,8.338709E-06,6.130692E-05,7.498827E-05,0.0001964988,0.0007723446,0,0.002803175,1.236194E-09,0.0001348937,1.549319E-05,0.0004854976,0.001610561,0.0002070474,3.927078E-06,0.002513978,0.004742101,0.0004247594,0.002364059,0.004561289,0.01351297,0.0005640612,0.002183608,0.0004249974,0.005913293,0.01543955,0.002170291,0.01667814,0.0002659329,0.00433324,0.01018383,0.0001089956,0.0004377686,0.0005289355,2.04112E-05,0.0009053157,0.002146678,0.0009145358,7.892246E-05,2.660919E-07,0.01554478,0.002764146,0.0004970392,0.003610001,0.07843854,0.04465116,0.07284922,0.02279159,0.02969452,0.002801563
396,0.0002932604,0.0004094735,0.0001027672,0.001506686,2.412325E-05,0.002433529,0.0002164517,0.01618478,0.004165374,0.06872049,0.008977003,0.01099106,0.00416752,0.003657666,0.00206595,0,0.0002182589,1.134137E-05,9.494953E-05,7.382235E-05,0.0001970604,0.0008121414,0,0.002971217,1.230995E-09,0.0001355651,4.739698E-05,0.0004867424,0.00163461,0.0002967823,5.285568E-06,0.003097484,0.004553587,0.0005174917,0.002400519,0.004727851,0.01383474,0.0005673975,0.002178536,0.0004308749,0.006143725,0.01552692,0.002225253,0.01671425,0.0002543351,0.00818177,0.01034687,0.0001110061,0.0004415208,0.0005478124,2.312972E-05,0.001458746,0.002496443,0.001014243,9.026696E-05,2.776115E-07,0.01620911,0.002788885,0.0004973941,0.005181469,0.09084371,0.03080055,0.07044107,0.02361134,0.02990768,0.002760912
397,0.0002930446,0.0004107065,0.000103219,0.001509818,2.418513E-05,0.002456852,0.0002156854,0.01620964,0.00423485,0.06894636,0.009049174,0.01102974,0.00428822,0.003632717,0.002070772,0,0.0002070454,1.417249E-05,0.0001215265,7.290721E-05,0.0001965965,0.0008241978,0,0.002984121,1.220332E-09,0.0001376122,4.803023E-05,0.0004859899,0.001625796,0.0003166077,5.674634E-06,0.00311816,0.004574828,0.0005219766,0.00239507,0.004946555,0.01430638,0.0005738626,0.002159536,0.0004321769,0.006402276,0.01572401,0.002298117,0.01691562,0.0002543323,0.008112771,0.01039412,0.0001104534,0.000443771,0.0005760525,2.518792E-05,0.00185878,0.002795713,0.001146268,0.0001070421,2.949664E-07,0.01689268,0.002804171,0.0004965881,0.004841569,0.09006231,0.0315971,0.07096301,0.02450611,0.03014886,0.002669031
398,0.0002933283,0.000413439,0.0001046415,0.001513302,2.424585E-05,0.002496977,0.0002152223,0.01623134,0.004299423,0.06922673,0.009133572,0.01106707,0.004497568,0.003609679,0.002068966,0,0.0001696471,1.508262E-05,0.0001441173,7.276042E-05,0.0001904524,0.0008299445,0,0.0029485,1.17966E-09,0.0001383525,4.816807E-05,0.0004841359,0.001577506,0.0002641341,5.574503E-06,0.003119966,0.004585012,0.0005185216,0.002338471,0.005176608,0.01481677,0.0005811006,0.002153978,0.000426169,0.006523237,0.01575282,0.002379955,0.01720866,0.0002544856,0.008008651,0.01016589,0.0001069944,0.0004414846,0.0006098616,2.659531E-05,0.001781491,0.002749485,0.001159606,0.0001180656,3.142067E-07,0.01725324,0.002830473,0.0004977682,0.004296286,0.08837604,0.03236125,0.06942859,0.02537257,0.02998084,0.002550534
